description,statusesCount,followersCount,favoritesCount,friendsCount,url,name,created,protected,verified,screenName,location,lang,id,listedCount,followRequestSent,profileImageUrl
"SƒÖ tylko dwa kraje: Wsch√≥d i Zach√≥d, i dwa narody:Wschodu i Zachodu.‚óæÔ∏èDla ludu religia jest prawdƒÖ, dla mƒôdrc√≥w fa≈Çszem, a dla w≈Çadc√≥w jest po prostu u≈ºyteczna.",518,31,504,122,NA,CzasNaNowe,2017-03-12T19:49:13Z,FALSE,FALSE,CzasNaNowe,,en-gb,841013227689521152,0,FALSE,http://pbs.twimg.com/profile_images/842496364382769153/6Dw1_LB4_normal.jpg
"Pose≈Ç na Sejm VIII kadencji, Klub @PlatformaObywatelska, Komisja ds. UE, prawnik.",8506,3143,11396,831,NA,Micha≈Ç Stasi≈Ñski,2015-07-23T06:09:12Z,FALSE,FALSE,StasinskiM,,pl,3388648307,47,FALSE,http://pbs.twimg.com/profile_images/857709783138349062/4HaUe6d3_normal.jpg
"Demokrata i libera≈Ç, pacyfista, przeciwnik skrajno≈õci, zwolennik fantastyki, historii i muzyki chwytajƒÖcej za serca",9110,652,11320,460,NA,Tadeusz,2015-07-02T09:38:21Z,FALSE,FALSE,t_peplowski,"Mazowieckie, Polska",pl,3354721725,2,FALSE,http://pbs.twimg.com/profile_images/888289938168397824/QIHHmWG3_normal.jpg
MTA MCP MCTS MCITP MCSA ITILv3 Political Scientist & IT Infrastucture Engineer #Virtualization #HyperV ‚Ä¢Czasem przeklnƒô‚Ä¢ ‚Ä¢Biegaƒá lubiƒô‚Ä¢ ‚Ä¢Ì†ºÌøêAZS Olsztyn‚Ä¢ ‚Ä¢LubiƒôÌ†ΩÌ≥ö,18376,825,41939,1055,https://t.co/LxbYoYgbUy,SzymonÌ†ºÌ∑µÌ†ºÌ∑±Ì†ºÌ∑™Ì†ºÌ∑∫Ì†ºÌ∑¨Ì†ºÌ∑ß,2015-05-13T20:25:44Z,FALSE,FALSE,MIXER_1982,EU | UK(Belfast) | PL(Olsztyn),en,3252731866,87,FALSE,http://pbs.twimg.com/profile_images/872035823859978240/tYwdToU2_normal.jpg
ponoƒá #Gorszysort ‚úånigdy nie pojmƒô ignoranctwa. uwielbiam odg≈Ços k√≥≈Çek walizki na lotnisku Ì†ΩÌ∏â lubie duze okulary Ì†ΩÌ∏éÌ†ΩÌ±ÄÌ†ΩÌµ∂,1959,164,4997,210,NA,Ania,2016-12-19T21:29:58Z,FALSE,FALSE,AnnnaKkkk,≈Å√≥d≈∫,pl,810960387726249984,0,FALSE,http://pbs.twimg.com/profile_images/887622414347235328/J5pMXEQc_normal.jpg
,20566,1236,58956,3186,NA,Frau,2012-01-04T17:17:57Z,FALSE,FALSE,SylwuniaN,"Bydgoszcz, Polska",pl,455031806,1,FALSE,http://pbs.twimg.com/profile_images/858364302604070913/xFVmHWpL_normal.jpg
"Â∫∂Ê∞ë„Çµ„É≥„Éó„É´
B787 geek, craft beer lover. Anime and culture of Japan enthusiast. Pole and European.",16521,217,32612,177,NA,PiotrG,2015-05-28T22:22:07Z,FALSE,FALSE,PiotrG_,Polska,pl,3302233925,63,FALSE,http://pbs.twimg.com/profile_images/759483028284567552/lGdwNdHW_normal.jpg
"Muzyka live jest prawdƒÖ o Wykonawcy Ì†ΩÌ∏é, kocham #art, #nature, a #music jest  mojƒÖ duszƒÖ. Nie znoszƒô ≈Çgarstwa. Polityka: #satyra #wolno≈õƒá #demokracja #konstytucja",61361,2343,106893,476,https://t.co/ffmpWYXefp,Andy Letkiewicz‚òïÔ∏èÌ†ºÌæß,2012-01-07T14:02:57Z,FALSE,FALSE,ALetkiewicz,Poland,pl,457508940,40,FALSE,http://pbs.twimg.com/profile_images/894932923920531456/C1tOgEEl_normal.jpg
Co tu pisaƒá. Polak gorszego sortu. lubiƒô prowadziƒá kulturalne dyskusje. prostak√≥w blokujƒô. Ì†ΩÌ∑Ω,956,285,1362,900,NA,Krzysztof Szymaniak,2016-06-12T10:12:21Z,FALSE,FALSE,kristoferNo76,"Sandnes, Norge",pl,741936165402648576,1,FALSE,http://pbs.twimg.com/profile_images/892198599739801600/uuZncUXf_normal.jpg
,357,31,5244,216,NA,Jerzy,2017-07-08T18:31:57Z,FALSE,FALSE,Jerzy31405075,Warszawa,pl,883755548860133376,0,FALSE,http://pbs.twimg.com/profile_images/890566408945508352/YMwuGnjG_normal.jpg
,21811,704,46773,985,NA,Joanna,2016-01-27T12:10:51Z,FALSE,FALSE,HjoJoanna,Copenhagen,en,4853417356,20,FALSE,http://pbs.twimg.com/profile_images/692322594167635969/sADtmTAu_normal.png
prywatnie,3507,529,4791,1059,NA,Melanie Raczek,2013-09-25T22:59:44Z,FALSE,FALSE,MelanieRaczek,Warszawa,pl,1905668198,16,FALSE,http://pbs.twimg.com/profile_images/755500692639481856/Vcd3NAPp_normal.jpg
"Pos≈Çanka na Sejm RP, wiceprzewodniczƒÖca Klubu Parlamentarnego PO, szefowa gorzowskiego ko≈Ça Platformy Obywatelskiej.",7510,2211,18445,528,https://t.co/JKeRJfwsJ4,Krystyna Sibi≈Ñska,2010-08-24T10:58:22Z,FALSE,FALSE,sibinska,Gorz√≥w Wielkopolski,pl,182335514,28,FALSE,http://pbs.twimg.com/profile_images/780400069099024384/YVccH3hA_normal.jpg
"Pose≈Ç RP, Sekretarz Stanu w Ministerstwie Infrastruktury i Rozwoju w RzƒÖdzie Platformy Obywatelskiej, b.rzecznik prasowy KP PO",2747,18899,803,1681,https://t.co/ySlboWIcWW,Pawe≈Ç Olszewski,2011-04-10T17:38:28Z,FALSE,FALSE,PawelOlszewski,Bydgoszcz,en,280119771,131,FALSE,http://pbs.twimg.com/profile_images/724885533856509952/0aSRG5hC_normal.jpg
"Nowoczesna, z poczuciem humoru, dusza arystyczna, fanka polityki Ì†ΩÌ∏ä",53608,464,59732,973,NA,WENDY,2017-02-02T19:06:52Z,FALSE,FALSE,WENDY87386148,"Podlaskie, Polska",pl,827231831942651904,1,FALSE,http://pbs.twimg.com/profile_images/883592381756579840/tQUzooye_normal.jpg
Pose≈Ç na Sejm RP / Komisja Edukacji / @Platforma_org / @SMDWarszawa,12753,8646,21479,683,https://t.co/rn7AzmJdWj,Kinga Gajewska,2013-03-13T00:42:03Z,FALSE,TRUE,gajewska_kinga,"B≈Çonie, Polska",pl,1263232465,79,FALSE,http://pbs.twimg.com/profile_images/803975900941471745/6NcgxCVV_normal.jpg
"21 years of experience in professional advisory and financial services, both in regional and global roles, predominantly with global organisations. Now Asia.",2920,1818,6269,5002,https://t.co/dk1GKSAREl,Radoslaw Szafarz,2015-10-10T05:58:33Z,FALSE,FALSE,RadoslawSzafarz,"Warsaw, Poland ",en,3915782308,56,FALSE,http://pbs.twimg.com/profile_images/652725978754621440/mpiaJyZl_normal.jpg
"Don't wish, do something. 
Redaktor naczelny S.W.≈ª ;)
Live long and prosper..
No expectations no disappointments..",171262,2418,240244,962,NA,pawe≈Ç,2015-07-08T07:38:05Z,FALSE,FALSE,wraitumi,universe,pl,3365508093,137,FALSE,http://pbs.twimg.com/profile_images/742749804233641984/0zKVgNWj_normal.jpg
@tvp_info. tu nie tylko prywatnie. rt = poparcie,3132,320,2332,537,NA,Gustaw ≈Åazowski,2017-01-07T14:03:36Z,FALSE,FALSE,lazowski_gusti,"Mazowieckie, Polska",pl,817733426644209666,0,FALSE,http://pbs.twimg.com/profile_images/817735251803914240/Bit399_5_normal.jpg
,45567,1202,13292,632,NA,Krytyk,2012-12-12T18:04:57Z,FALSE,FALSE,KrytykSpoeczny,,en,1006944240,23,FALSE,http://pbs.twimg.com/profile_images/736963745512050688/SFtAXeny_normal.jpg
menad≈ºer sztuki i kultury / Wolska S.A. / pracujƒô w Ì†ºÌ∑µÌ†ºÌ∑±Ì†ºÌ∑™Ì†ºÌ∑∫Ì†ºÌ∑¨Ì†ºÌ∑ßÌ†ºÌ∑∫Ì†ºÌ∑∏,2157,144,1484,284,NA,Beata Wolska,2017-03-05T17:19:29Z,FALSE,FALSE,betawolska,"Warszawa, Polska",pl,838438828885086208,0,FALSE,http://pbs.twimg.com/profile_images/838441911367127042/t1AuxZKT_normal.jpg
"Pose≈Ç do Parlamentu Europejskiego (#EPP, #PL) | Member of the European Parliament",651,8277,210,117,http://t.co/q0McqhGuMg,Dariusz Rosati,2013-03-07T16:34:30Z,FALSE,TRUE,DariuszRosati,,pl,1249486668,129,FALSE,http://pbs.twimg.com/profile_images/517657636268154881/vaGozkeV_normal.jpeg
,667,55,779,260,https://t.co/7Dgb2MdAIy,Beata Marciniak,2011-06-28T19:07:33Z,FALSE,FALSE,BeataMarciniak,"New Jersey, USA",en,325715029,1,FALSE,http://pbs.twimg.com/profile_images/863900723830038528/4_aW7wBA_normal.jpg
Platforma Obywatelska Region ≈Å√≥dzki,12047,923,13660,362,https://t.co/gztMZP0X7D,Platforma ≈Å√≥dzkie,2016-06-02T14:13:18Z,FALSE,FALSE,PO_Lodzkie,"≈Å√≥dzkie, Polska",pl,738372923556302848,10,FALSE,http://pbs.twimg.com/profile_images/738373869053050880/ZVt-5Ndi_normal.jpg
Pose≈Ç na Sejm Rzeczpospolitej Polskiej WiceprzewodniczƒÖca Komisji Kultury i ≈örodk√≥w Przekazu,1900,3112,935,212,https://t.co/4CkPsKIWoz,Iwona Katarasi≈Ñska,2012-10-15T07:28:28Z,FALSE,FALSE,ikatarasinska,Polska,pl,881775738,39,FALSE,http://pbs.twimg.com/profile_images/2720629057/2ae08e8f6afbe22c4634d44ee1d23be7_normal.jpeg
"Irish chapter of Polish #prochoice movement @Dziewuchy #polish4choice 
https://t.co/ps4PMwT4yJ‚Ä¶",608,586,1150,381,NA,Dziewuchy Irlandia,2016-04-11T19:17:26Z,FALSE,FALSE,dziewuchyirl,Ireland,en-gb,719605293051748352,9,FALSE,http://pbs.twimg.com/profile_images/785111165521260544/wWVUOaL5_normal.jpg
Pose≈Ç na Sejm Rzeczypospolitej Polskiej.,2706,697,3713,323,http://t.co/IEmTIyn3gd,Ma≈Çgorzata Pƒôpek,2011-09-13T08:48:28Z,FALSE,FALSE,MalgorzataPepek,"Polska,  ≈õlƒÖskie, ≈ªywiec",en,372715684,26,FALSE,http://pbs.twimg.com/profile_images/647436036495310848/Lbel40OU_normal.jpg
I live and work in Poland.,7468,203,780,1491,http://t.co/uIrMdT9X,Anwar Naqvi,2012-07-21T13:34:46Z,FALSE,FALSE,AnwarNaqvi1,Poland,pl,708989671,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"""Happiness is not something ready made, it comes from your own actions."" Dalai Lama XIV",2198,244,14671,495,NA,Sylwia Sz,2017-03-09T17:11:54Z,FALSE,FALSE,sz8_sylwia,"Manchester, England",pl,839886472052363264,0,FALSE,http://pbs.twimg.com/profile_images/862438499420700672/BVOxAqEs_normal.jpg
"tylko PiS. Nie dla PO,Swetru itd....",158,14,345,49,NA,Zyta Pis,2017-07-22T19:35:06Z,FALSE,FALSE,zyta_pis,,pl,888844871292899328,0,FALSE,http://pbs.twimg.com/profile_images/888851352767660033/Acu4X3xP_normal.jpg
"INSTA: KRZYSZTOFMISZEWSKI
SNAP: MISZA_K
FB: KRZYSIEK MISZEWSKI NA ≈ªYWO",3910,310,5749,510,NA,Krzysiek Miszewski,2015-06-11T13:54:16Z,FALSE,FALSE,MISZEWSKIKRIS,,pl,3318946449,8,FALSE,http://pbs.twimg.com/profile_images/660754505001250817/9b6WNhOL_normal.jpg
PrzewodniczƒÖcy @MlodziDemokraci Mazowsze / @SMDWarszawa || internacjolog || liczƒÖ siƒô tylko fakty,13263,2098,28866,1045,https://t.co/W4UxTC7JEI,GrzegorzDrobiszewski,2014-03-30T12:39:18Z,FALSE,FALSE,GDrobiszewski,"Warszawa, Polska",pl,2418947546,23,FALSE,http://pbs.twimg.com/profile_images/816279922918428672/23bFBH21_normal.jpg
"nauczyciel akademicki, pose≈Ç na Sejm RP, wiceprzewodniczƒÖcy Platformy Obywatelskiej, radca prawny, doktor nauk ekonomicznych, marato≈Ñczyk (2:39)",14127,45533,24638,479,https://t.co/1dVCeFjlKs,Borys Budka ‚úåÔ∏èÌ†ºÌ∑µÌ†ºÌ∑±,2010-03-01T16:20:03Z,FALSE,FALSE,bbudka,Poland,pl,118739645,159,FALSE,http://pbs.twimg.com/profile_images/891034364544503814/BEt8ydFf_normal.jpg
Ja bez ≈ºadnego trybu....,193,42,4457,152,NA,Pawe≈Ç Roli≈Ñski,2017-06-01T20:24:20Z,FALSE,FALSE,Pawel_Rolinski,,pl,870375482914734080,0,FALSE,http://pbs.twimg.com/profile_images/870378848680124417/ChYw5-qd_normal.jpg
,7375,14,2698,166,NA,grazyna  kuszewska,2017-06-03T11:10:05Z,FALSE,FALSE,grazynakuszews5,,pl,870960778085617664,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Property Menager. Dzia≈Çam w Tr√≥jmie≈õcie. W wolnych chwilach piszƒô o pi≈Çce no≈ºnej i polityce. Zapraszam do ≈õledzenia.,556,161,955,356,NA,Karol Szustkiewicz,2014-09-26T08:39:11Z,FALSE,FALSE,szustkiewiczk,"Gda≈Ñsk, Polska",pl,2785167850,3,FALSE,http://pbs.twimg.com/profile_images/889482160494739456/PS3SnEED_normal.jpg
When nothing goes right... Go left ! Racjonalista krytycznie podchodzƒÖcy do dogmat√≥w. Nie walczƒô. Staram siƒô zrozumieƒá.,8798,169,8733,1422,NA,Syriusz Pierscienny,2014-06-22T07:24:18Z,FALSE,FALSE,SyriuszP,Gwiazdozbi√≥r Wielkiego Psa,pl,2630685171,6,FALSE,http://pbs.twimg.com/profile_images/544455244621443072/TtIxg-Ak_normal.jpeg
A gdyby tak rzuciƒá to ca≈Çe panowanie i wyjechaƒá do San Escobar ... ?,5489,238,13458,810,NA,King Bob,2017-01-11T13:45:50Z,FALSE,FALSE,KingBob_PL,Polska,pl,819178505309143040,4,FALSE,http://pbs.twimg.com/profile_images/820322756654931968/bu4_ogle_normal.jpg
"No i okaza≈Ço siƒô, ≈ºe jestem rewolucjonistƒÖ!",1151,78,828,178,NA,Zamach Lipcowy,2017-07-15T10:13:33Z,FALSE,FALSE,ZamachLipcowy,,en,886166837985243136,0,FALSE,http://pbs.twimg.com/profile_images/886167423178731525/srLICBJt_normal.jpg
"Pos≈Çanka na Sejm RP. Ekonomistka, przedsiƒôbiorca, dzia≈Çaczka spo≈Çeczna.",1925,2883,5889,666,NA,Marta Golbik,2015-09-30T11:55:44Z,FALSE,FALSE,MGolbik,,pl,3823794201,30,FALSE,http://pbs.twimg.com/profile_images/649192182251827200/L-4jCfPs_normal.jpg
,2777,29,14570,95,NA,Helcia Markiel,2017-02-13T21:42:46Z,FALSE,FALSE,MarkielHelcia,,pl,831257332063535105,0,FALSE,http://pbs.twimg.com/profile_images/831603322268311552/SMk30QGb_normal.jpg
"gardener,internaut, social net maniax, webmasta, enterpreneur, blogist,  amateur punk rock and  independend  rational  real think.  Anty  ideologist, doccument",33256,796,3313,3376,NA,florian kwiatek,2014-06-04T20:01:11Z,FALSE,FALSE,floriankwiatek,"Poland,  ƒåesko",pl,2546749044,0,FALSE,http://pbs.twimg.com/profile_images/614108370409259008/vMI-1wg-_normal.jpg
"""Patriotyzm to wspieranie swego kraju zawsze, ale swego rzƒÖdu, tylko gdy na to zas≈Çuguje""- Mark Twain",20321,307,50702,391,NA,Kpt. Sowa,2015-08-16T17:17:39Z,FALSE,FALSE,kptowl,Polska,pl,3426342010,9,FALSE,http://pbs.twimg.com/profile_images/855485844823699456/GJFMgh4Z_normal.jpg
"'NIE UMRZESZ ZA MNIE, WIƒòC NIE M√ìW MI JAK MAM ≈ªYƒÜ'.
nie wierzƒô w bog√≥w.
brzydzƒô siƒô politykƒÖ.
zgrzeszy≈Çam ≈õmiertelnie wydajƒÖc ksiƒÖ≈ºkƒô, kt√≥rej nikt nie rozumie.",12429,1001,36522,823,https://t.co/J405zb1CMH,kinga pacanowska,2014-01-28T09:24:57Z,TRUE,FALSE,river77kp,"Krak√≥w, Polska",pl,2309439754,15,FALSE,http://pbs.twimg.com/profile_images/870700772354215936/_kFiSJ0E_normal.jpg
"PIERWSZY PORTAL BLOGERSKI OPOZYCJI - w budowie, ju≈º nied≈Çugo ruszamy",2887,726,2550,702,NA,Dziennik OPOZYCYJNY,2017-05-12T10:55:00Z,FALSE,FALSE,DziennikOp,,pl,862984446043095040,2,FALSE,http://pbs.twimg.com/profile_images/879744921271492608/LwlRQFnF_normal.jpg
"Mentor, trener i coach w Szkole Zawodowc√≥w. Pasjonatka rozwoju osobistego, motoryzacji i jogi. Prywatnie mama doros≈Çej c√≥rki i 11-letniego synka.",2930,574,8680,1058,https://t.co/UJDIPUE7yV,Marta Ma≈Çek,2016-07-17T09:21:03Z,FALSE,FALSE,marta_malek75,"Pruszk√≥w, Polska",pl,754606832073801729,1,FALSE,http://pbs.twimg.com/profile_images/785115479606194176/EY_gF_zi_normal.jpg
≈ºydomasonoeurokomuna + dziadek w Wehrmachcie,6177,207,20393,479,NA,joanna rzymkowska,2014-09-18T21:31:25Z,FALSE,FALSE,ernstierna,"Warsaw, Poland",en,2817947262,0,FALSE,http://pbs.twimg.com/profile_images/892040319931486208/BH-kRKwI_normal.jpg
,148,44,400,175,NA,Anna,2017-05-24T19:18:13Z,FALSE,FALSE,AneczkaBe,"Krak√≥w, Polska",pl,867459741018140672,0,FALSE,http://pbs.twimg.com/profile_images/870383744405864449/_1yEu-2n_normal.jpg
"Lokalnie patriota z #Wa≈Çbrzych !! politycznie i technicznie  #AMIGA and #nokiaN9, #KODujƒô w PHP, Qt, QML ... #SailfishOS developer. Old still work good  :-)",9930,492,12526,983,NA,Daniel Piotrowski,2011-07-25T21:08:04Z,FALSE,FALSE,danpio,Wa≈Çbrzych PL,pl,342334171,22,FALSE,http://pbs.twimg.com/profile_images/823274280695791616/5Eg8h_-7_normal.jpg
"G≈Ços wolny, wolno≈õƒá ubezpieczajƒÖcy. (w wersji eng @liberteworld). Nowy numer ju≈º w sklepie! https://t.co/j9IrUoompD",4021,2598,554,465,http://t.co/IlelPHn2OT,Magazyn Liberte!,2012-10-21T22:08:52Z,FALSE,FALSE,MagazynLiberte,Poland,pl,896254975,46,FALSE,http://pbs.twimg.com/profile_images/872803626535845888/zvuKi-iH_normal.jpg
,603,9,1150,117,NA,oddychaj,2015-01-07T22:14:23Z,FALSE,FALSE,stasiuczka,,pl,2966765643,0,FALSE,http://pbs.twimg.com/profile_images/664573335595057152/YXF_Ez76_normal.jpg
"aplikant adwokacki w Gutowski i Wsp√≥lnicy A.S.K. | Stowarzyszenie M≈Çodzi Demokraci&Platforma Obywatelska |
Za brak kultury jest ban bez ostrze≈ºenia.",860,268,649,925,NA,Mateusz Bogacz,2012-02-19T23:01:58Z,FALSE,FALSE,mateuszbogacz,"Pozna≈Ñ, Poland",pl,497385729,2,FALSE,http://pbs.twimg.com/profile_images/378800000860051332/m7DIO2-7_normal.jpeg
sound & design abductor https://t.co/6QwLw2uI4l,8937,1004,7842,1883,https://t.co/hvY4CbFpub,mirekulous,2008-12-02T14:06:39Z,FALSE,FALSE,mirekulous,NY,en,17807795,107,FALSE,http://pbs.twimg.com/profile_images/648653298355032064/adElSKEJ_normal.png
"Wg definicji @pisorgpl Polak gorszego sortu, wegetarianin, cyklista, komunista,  homoseksualista, rebeliant, cudzoziemiec  ----------###update in progress...",3541,199,1299,581,NA,ObserwatorPLÌ†ºÌ∑µÌ†ºÌ∑±Ì†ºÌ∑™Ì†ºÌ∑∫,2015-10-26T10:11:52Z,FALSE,FALSE,_ObserwatorPL,,pl,4045382493,3,FALSE,http://pbs.twimg.com/profile_images/692108183096147968/kZjtZJL6_normal.jpg
"W trosce o byt i przysz≈Ço≈õƒá naszej Ojczyzny, odzyskawszy w 1989 roku mo≈ºliwo≈õƒá suwerennego i demokratycznego stanowienia o Jej losie, my, Nar√≥d Polski..",1623,73,3838,115,NA,DemokracjaPL,2017-07-14T14:07:11Z,FALSE,FALSE,DemokracjaPL,,pl,885863246854594560,0,FALSE,http://pbs.twimg.com/profile_images/888126999201435648/mtg2UnuK_normal.jpg
"cz≈Çowiek, obywatel polski, antyfaszysta, marato≈Ñczyk bez zdjƒôcia z uwagi na miejsce pracy",812,28,7151,72,NA,hubert kowalski,2016-09-26T11:41:49Z,FALSE,FALSE,hubertkowal9791,"Miech√≥w, Polska",pl,780371796486914048,2,FALSE,http://pbs.twimg.com/profile_images/780455585678516224/Q_He6Tnn_normal.jpg
"Polak , Europejczyk , demokrata",71873,2231,90058,893,https://t.co/dBHlIBhfHo,BartlomiejBednarczyk,2016-01-21T20:46:31Z,FALSE,FALSE,Batti198103,"Stockholm, Sverige / Gda≈Ñsk Pl",pl,4794966121,24,FALSE,http://pbs.twimg.com/profile_images/894648512855584769/61WtNzDA_normal.jpg
"#OpozycjaObywatelska Czynny kibic stadionowo-knajpowo-kanapowy, Legia of course:) Zdiagnozowana alergia na PiS i kler w stadium nieuleczalnym:) Punk's Not Dead!",7397,171,5628,428,https://t.co/pFfsfdgLMh,Micha(L) Kowa≈Ñski,2011-06-19T07:52:25Z,FALSE,FALSE,Michal_Kowanski,"Warszawa, Polska",pl,320076403,1,FALSE,http://pbs.twimg.com/profile_images/840971987799416832/QTjR6V0G_normal.jpg
I did not have sexual relations with that woman,93165,2283,138456,1647,NA,Leszek Czarny,2015-06-12T19:46:05Z,FALSE,FALSE,cycleszek1,,pl,3321525675,20,FALSE,http://pbs.twimg.com/profile_images/888412600274432001/s9tKvPUS_normal.jpg
,14211,2061,7872,3827,NA,Julian Werner,2013-12-03T23:06:18Z,FALSE,FALSE,JulekWerner,Polska (Poland),pl,2228967150,12,FALSE,http://pbs.twimg.com/profile_images/781508616020975616/EK3R7zGa_normal.jpg
"AntyKaczyzm mam w DNA, a (L) w ‚ù§Ô∏èOjciec trzech c√≥rek - oby one mog≈Çy ≈ºyƒá w normalnej Polsce - bez #PiS #dekalogwolnosci #PrawdziwaOpozycja #RacjonalnaPolska",23931,4198,20540,2926,NA,Drabinka FanTomas,2014-06-06T08:11:59Z,FALSE,FALSE,T_Stanislawski,,en,2549508198,14,FALSE,http://pbs.twimg.com/profile_images/888031933720137729/l8ibjP77_normal.jpg
,21,6,3,3,NA,Rafa≈Ç,2010-06-19T20:05:27Z,FALSE,FALSE,Rafal_zabrze,Polska,en,157431683,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
,9539,556,12145,2144,NA,Blazej Gawronski,2012-09-11T22:07:53Z,FALSE,FALSE,BlazejGawronski,Olsztyn,pl,818287232,4,FALSE,http://pbs.twimg.com/profile_images/895308107819220993/32_wDz68_normal.jpg
,2076,870,6090,896,NA,E. Radziszewska,2015-07-13T06:20:52Z,FALSE,FALSE,e_radziszewska,,pl,3373515413,2,FALSE,http://pbs.twimg.com/profile_images/720171283640623104/RP-dJ1Yd_normal.jpg
"Szanujƒô niezale≈ºno≈õƒá, doceniam odwagƒô i ko≈Ñczy mi siƒô tolerancja dla g≈Çupoty PiSdzielc√≥w.",62989,1515,94043,357,NA,190Wojciech,2013-11-21T20:39:12Z,FALSE,FALSE,190Wojciech,,pl,2190402887,26,FALSE,http://pbs.twimg.com/profile_images/818871076298096641/gB2dkIIi_normal.jpg
"Zwyk≈Çy Polak, uczciwie p≈ÇacƒÖcy podatki. Republikanin. Patriota. Polak. Europejczyk. Polska to moja. matka, Europa to m√≥j ojciec. Kocham rodzic√≥w.",2642,108,115,646,NA,Krzysztof Elwart,2017-02-03T12:31:52Z,FALSE,FALSE,KrzysztofElwart,"Warszawa, Polska",pl,827494815029919745,0,FALSE,http://pbs.twimg.com/profile_images/828563698662985728/_1uZnyOL_normal.jpg
"Zwolennik demokracji liberalnej, wolno≈õci i niezale≈ºno≈õci osobistej. Przeciwnik ruch√≥w faszystowskich, dyktatorskich i autorytarnych.",14494,286,13886,754,NA,p.a.f.1970,2017-05-03T13:52:22Z,FALSE,FALSE,freedom1970a,Polska,pl,859767591811915776,0,FALSE,http://pbs.twimg.com/profile_images/860229617839480833/TJ2_ugWL_normal.jpg
Opozycja. Ateizm. Gorszy sort. Niepoprawny politycznie. Stop PIS i wyznawcom szatana z Torunia. #NiedlaPiS #TakdlaPolski #TakdlaEuropy #OpozycjaObywatelska #KOD,39069,2232,47225,1405,NA,≈Åotr Husar Ì†ºÌ∑µÌ†ºÌ∑± Ì†ºÌ∑™Ì†ºÌ∑∫,2013-05-12T01:18:23Z,FALSE,FALSE,Husar_wyklety,Poland / Germany,pl,1421941476,25,FALSE,http://pbs.twimg.com/profile_images/853772012111769602/KtlNEr6F_normal.jpg
"Je≈õli gdzie kolwiek faszyzm podnosi g≈Çowƒô. Trzeba go zmia≈ºd≈ºyƒá, zdeptaƒá, sponiewieraƒá... Nie wolno, nam Polakom traktowaƒá go jako ""odmiennego zdania"".",29440,532,22410,612,NA,Marcin C Makowski,2016-01-22T20:07:06Z,FALSE,FALSE,Lewacki_wqrw,,pl,4836147933,19,FALSE,http://pbs.twimg.com/profile_images/812499151212728321/XCN22QYl_normal.jpg
"""Co dowiedzione teraz, niegdy≈õ by≈Ço wyobra≈ºone"" Przez takich jak ja prezes wygra≈Ç moralnie 7 razy. Trener judo.",38233,1422,50839,990,NA,AbulafiaPotocki #551,2011-10-07T11:55:34Z,FALSE,FALSE,AbulafiaPotocki,,en,386501469,30,FALSE,http://pbs.twimg.com/profile_images/889416964317343744/0LI9bend_normal.jpg
‚ù§ B√≥g mƒÖ przysiƒôgƒÖ Ì†ΩÌ≤õ Dawaj ludziom wiƒôcej ni≈º siƒô spodziewajƒÖ i r√≥b to z rado≈õciƒÖ ‚ù§Wiara bez uczynk√≥w to martwa WiaraÌ†ΩÌ≤ô,21791,1731,44862,1534,NA,Eliszabeth,2016-01-19T20:02:14Z,FALSE,FALSE,ela_pu,,pl,4827454775,15,FALSE,http://pbs.twimg.com/profile_images/892818246029717506/yrJr2MXB_normal.jpg
Oficjalne konto Regionu ≈ölƒÖskiego Platformy Obywatelskiej na Twitter,17596,1426,8523,548,https://t.co/GOyo2y8d0k,PO ≈ölƒÖsk,2014-04-06T16:42:16Z,FALSE,FALSE,PO_SLASK,"≈ölƒÖskie, Polska",pl,2430713148,28,FALSE,http://pbs.twimg.com/profile_images/819111513986387970/R4Aa0NIK_normal.jpg
antypisior,411,16,391,160,NA,Magiczny Krzysztof,2017-06-26T07:41:28Z,FALSE,FALSE,MagicznyKrz,,pl,879243197096112128,0,FALSE,http://pbs.twimg.com/profile_images/879246401863024640/GB1YjCGg_normal.jpg
"Dyrektor Biura Senatorskiego W≈Çadys≈Çawa Komarnickiego, PrzewodniczƒÖcy ko≈Ça  PO w Gorzowie
dawniej Doradca Wojewody Lubuskiego",3165,506,3753,1033,NA,Micha≈Ç Wasilewski,2010-10-14T23:00:50Z,FALSE,FALSE,MWasilewski,Gorz√≥w Wielkopolski,en,202837277,7,FALSE,http://pbs.twimg.com/profile_images/617014407374196736/7XbyQRuW_normal.jpg
"Obserwujƒô, komentujƒô, jestem PiSosceptykiem. #NajgorszySortPolak√≥w",5158,290,2479,160,https://t.co/GXJ7TFFpij,Robert Czeka≈Ñski,2011-08-01T18:27:06Z,FALSE,FALSE,czekanskirobert,"Toru≈Ñ, Kujawsko-Pomorskie",pl,346710668,4,FALSE,http://pbs.twimg.com/profile_images/889504249314500608/sp8J5INO_normal.jpg
